beta,lam,n,accuracy,acc_lo,acc_hi,avg_len,len_se,avg_IG,ig_se
4.0,0.3,57946,0.24400303731059952,0.24052303142177395,0.24751698420442927,1.0,0.0,0.3404099889866585,0.0010962320684981463
4.0,0.6,57946,0.24396852241742312,0.2404886863184304,0.2474823040975296,1.0,0.0,0.3400845253405798,0.001095260327370523
4.0,0.9,57946,0.24407206709695234,0.24059172172026608,0.24758634432642357,1.0,0.0,0.3400845253405798,0.001095260327370523
8.0,0.3,57946,0.24400303731059952,0.24052303142177395,0.24751698420442927,1.0,0.0,0.3404099889866585,0.0010962320684981463
8.0,0.6,57946,0.24396852241742312,0.2404886863184304,0.2474823040975296,1.0,0.0,0.3400845253405798,0.001095260327370523
8.0,0.9,57946,0.24407206709695234,0.24059172172026608,0.24758634432642357,1.0,0.0,0.3400845253405798,0.001095260327370523
16.0,0.3,57946,0.24400303731059952,0.24052303142177395,0.24751698420442927,1.0,0.0,0.3404099889866585,0.0010962320684981463
16.0,0.6,57946,0.24396852241742312,0.2404886863184304,0.2474823040975296,1.0,0.0,0.3400845253405798,0.001095260327370523
16.0,0.9,57946,0.24407206709695234,0.24059172172026608,0.24758634432642357,1.0,0.0,0.3400845253405798,0.001095260327370523
